card,order,dataset,adm.id_mat,Plaatsingsnummer,adm.isadPartOf,Warehouse Location_begin  (nl),adm.uuid_mat,Volgnummer (nl),ResourceID,brocade.id,Source Note (nl),Source Note Type,Source Note Language
e22_Items,1,mpmbr,tg:mpmbr:78_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,bf53a66c-3c88-592c-a094-37c8df446a8e,A.b.10,bf53a66c-3c88-592c-a094-37c8df446a8e,tg:mpmbr:78_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1001_#1,Arch. 638,isad:mpm:161,10 Q 8 C,38d302f5-69b2-52e0-9b5e-c662ca1213a3,p. 110-111,38d302f5-69b2-52e0-9b5e-c662ca1213a3,tg:mpmbr:1001_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1179_#1,Arch. 638,isad:mpm:161,10 Q 8 C,b5cf5c40-c93d-57ef-8f94-c444f9b87e05,p. 698-701,b5cf5c40-c93d-57ef-8f94-c444f9b87e05,tg:mpmbr:1179_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:394_#1,Arch. 79,isad:mpm:31,10 Q 2 G,bde1dfd3-ff63-582b-b712-6ff709d382f2,p. 25-28,bde1dfd3-ff63-582b-b712-6ff709d382f2,tg:mpmbr:394_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:384_#1,Arch.78,isad:mpm:30,10 Q 2 G,650da9a3-b930-581a-ae38-777ee9108be7,p.705-708,650da9a3-b930-581a-ae38-777ee9108be7,tg:mpmbr:384_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:370_#1,Arch.78,isad:mpm:30,10 Q 2 G,ec912728-ced6-5dab-b637-d6a9415e754a,p.645-648,ec912728-ced6-5dab-b637-d6a9415e754a,tg:mpmbr:370_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:208_#1,Arch. 1457,isad:mpm:343,10 R 3 B,c06d292e-3b7a-5845-b291-998c7a5ea199,2,c06d292e-3b7a-5845-b291-998c7a5ea199,tg:mpmbr:208_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:360_#1,Arch.78,isad:mpm:30,10 Q 2 G,96d0d98d-253a-5a1e-9141-e54147dbdbe8,p.605-608,96d0d98d-253a-5a1e-9141-e54147dbdbe8,tg:mpmbr:360_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:218_#1,Arch. 1457,isad:mpm:343,10 R 3 B,437e5099-b07b-5980-b098-a73f61f29803,12,437e5099-b07b-5980-b098-a73f61f29803,tg:mpmbr:218_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:525_#1,Arch. 79,isad:mpm:31,10 Q 2 G,11cfe4e7-dd37-5910-b852-ed4940a4b93b,p. 369-372,11cfe4e7-dd37-5910-b852-ed4940a4b93b,tg:mpmbr:525_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:535_#1,Arch. 79,isad:mpm:31,10 Q 2 G,7fd1932d-a216-50f0-8691-c10c34961d8c,p. 405-408,7fd1932d-a216-50f0-8691-c10c34961d8c,tg:mpmbr:535_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:643_#1,Arch. 80,isad:mpm:32,10 Q 2 G,d24fd0cd-c0f6-5566-b735-160260ecdfa3,p. 73-76,d24fd0cd-c0f6-5566-b735-160260ecdfa3,tg:mpmbr:643_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:653_#1,Arch. 80,isad:mpm:32,10 Q 2 G,2cea45cb-3742-5da8-8fa2-9b90cde354cc,p. 113-116,2cea45cb-3742-5da8-8fa2-9b90cde354cc,tg:mpmbr:653_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1252_#1,Arch. 363,isad:mpm:128,10 Q 5 A,1d06381d-fb77-5ef6-b787-fd67960f92a6,20,1d06381d-fb77-5ef6-b787-fd67960f92a6,tg:mpmbr:1252_#1,los stuk tussen opening 74,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:782_#1,Arch. 89,isad:mpm:42,10 Q 2 D,a360d954-be18-5e90-bf4e-0d34493b859e,p. 457-458,a360d954-be18-5e90-bf4e-0d34493b859e,tg:mpmbr:782_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1242_#1,SCH HF BA 3,isad:mpm:301,15 Q 4 C,566b85d5-8b28-5669-aab6-f2c6a608ce91,5,566b85d5-8b28-5669-aab6-f2c6a608ce91,tg:mpmbr:1242_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:792_#1,Arch. 611,isad:mpm:138,10 Q 7 A,454eb429-ec9f-5bc7-adb6-5208e1525030,p. 499-502,454eb429-ec9f-5bc7-adb6-5208e1525030,tg:mpmbr:792_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:936_#1,SCH HF BA 169,isad:mpm:301,15 Q 7 C,15067d26-cfa3-59ae-b61f-8d0bb21b3a08,3,15067d26-cfa3-59ae-b61f-8d0bb21b3a08,tg:mpmbr:936_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:926_#1,Arch. 89,isad:mpm:42,10 Q 2 D,b176cb7d-3896-5f76-9983-442c3c4cdd3b,p. 625-626,b176cb7d-3896-5f76-9983-442c3c4cdd3b,tg:mpmbr:926_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:35_#1,Arch. 378,isad:mpm:113,10 Q 5 B,765be38b-0026-53e6-abe3-48eb3505aac1,,765be38b-0026-53e6-abe3-48eb3505aac1,tg:mpmbr:35_#1,5de los stuk achteraan,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:1134_#1,Arch. 638,isad:mpm:161,10 Q 8 C,14b43641-f9fc-5062-81bd-80741ce35056,p. 528-531,14b43641-f9fc-5062-81bd-80741ce35056,tg:mpmbr:1134_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:25_#1,Arch. 1452,isad:mpm:306,10 R 3 B,ad2eaa30-01b8-50d8-9936-fc0b9516f412,4,ad2eaa30-01b8-50d8-9936-fc0b9516f412,tg:mpmbr:25_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1124_#1,Arch. 638,isad:mpm:161,10 Q 8 C,aaf851a0-efc0-5a7a-b69d-a021bd64e4ab,p. 492-495,aaf851a0-efc0-5a7a-b69d-a021bd64e4ab,tg:mpmbr:1124_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:57_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,9c05b97e-7b5a-5e6c-969e-59ee83bfd2d4,A.b.1.3,9c05b97e-7b5a-5e6c-969e-59ee83bfd2d4,tg:mpmbr:57_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:486_#1,Arch. 79,isad:mpm:31,10 Q 2 G,6f27a80d-712e-5562-b093-6a8fd655dee6,p. 223-226,6f27a80d-712e-5562-b093-6a8fd655dee6,tg:mpmbr:486_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1156_#1,Arch. 638,isad:mpm:161,10 Q 8 C,8f0e358a-5a4a-5aa6-8ab2-3b41d3aa96e9,p. 608-611,8f0e358a-5a4a-5aa6-8ab2-3b41d3aa96e9,tg:mpmbr:1156_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:47_#1,Arch. 319,isad:mpm:124,10 Q 5 D,38e9d83d-b1cf-50b2-b1d1-c57fccf54df0,,38e9d83d-b1cf-50b2-b1d1-c57fccf54df0,tg:mpmbr:47_#1,Los stuk 3 tussen fol. 183 links-rechts,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:496_#1,Arch. 79,isad:mpm:31,10 Q 2 G,c202d6a9-289f-5006-81d1-7047800c779d,p. 263-266,c202d6a9-289f-5006-81d1-7047800c779d,tg:mpmbr:496_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1146_#1,Arch. 638,isad:mpm:161,10 Q 8 C,fa801789-c02e-5f93-8c2c-949efb59faa8,p. 570-575,fa801789-c02e-5f93-8c2c-949efb59faa8,tg:mpmbr:1146_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:954_#1,Arch. 638,isad:mpm:161,10 Q 8 C,d19baf7e-2ed1-5ae2-9b5c-e8ff8104eaf6,p. 7-10,d19baf7e-2ed1-5ae2-9b5c-e8ff8104eaf6,tg:mpmbr:954_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:944_#1,SCH HF BA 56,isad:mpm:301,15 Q 5 D,d5e4570c-6e11-5f9e-86e2-c29b0f8de29b,2,d5e4570c-6e11-5f9e-86e2-c29b0f8de29b,tg:mpmbr:944_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:698_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,24aab82e-9074-5440-b151-5d7b41dc22eb,,24aab82e-9074-5440-b151-5d7b41dc22eb,tg:mpmbr:698_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1230_#1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,8a77fd7b-d19f-52f4-a38d-8995c3992508,1674/3,8a77fd7b-d19f-52f4-a38d-8995c3992508,tg:mpmbr:1230_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:688_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,f1de7799-7827-5b6f-aab5-e88fa8bb319f,,f1de7799-7827-5b6f-aab5-e88fa8bb319f,tg:mpmbr:688_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1220_#1,Arch. 638,isad:mpm:161,10 Q 8 C,1a66a33c-97b8-5c32-b3d9-ea81f4d0b6c5,p. 848-851,1a66a33c-97b8-5c32-b3d9-ea81f4d0b6c5,tg:mpmbr:1220_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:895_#1,Arch. 89,isad:mpm:42,10 Q 2 D,812010e9-7d5f-563e-8c35-f842a4ad609a,p. 267-270,812010e9-7d5f-563e-8c35-f842a4ad609a,tg:mpmbr:895_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:885_#1,Arch. 89,isad:mpm:42,10 Q 2 D,db2304de-6be5-58d0-be41-dd4464f6dd8a,p. 207-210,db2304de-6be5-58d0-be41-dd4464f6dd8a,tg:mpmbr:885_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:621_#1,Arch. 89,isad:mpm:42,10 Q 2 D,23c701bb-6fd2-5ff3-a82a-cc0e593f1919,p. 249-254,23c701bb-6fd2-5ff3-a82a-cc0e593f1919,tg:mpmbr:621_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:759_#1,Arch. 89,isad:mpm:42,10 Q 2 D,528056db-8c86-5dd0-9ebd-502ac1b24e13,p. 407-408,528056db-8c86-5dd0-9ebd-502ac1b24e13,tg:mpmbr:759_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:631_#1,Arch. 80,isad:mpm:32,10 Q 2 G,78d0ab87-cb48-5663-a305-664dee073820,p. 25-28,78d0ab87-cb48-5663-a305-664dee073820,tg:mpmbr:631_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:749_#1,Arch. 89,isad:mpm:42,10 Q 2 D,9f20e9af-dc1e-5f51-b0d0-71b1eec52e3a,p. 385-386,9f20e9af-dc1e-5f51-b0d0-71b1eec52e3a,tg:mpmbr:749_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:547_#1,Arch. 79,isad:mpm:31,10 Q 2 G,79e319b7-bd07-5e63-a6a8-9890b5c1e16e,p. 449-452,79e319b7-bd07-5e63-a6a8-9890b5c1e16e,tg:mpmbr:547_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1097_#1,Arch. 89,isad:mpm:42,10 Q 2 D,3ced0b5d-895f-544c-8b64-7c90bcfd7b50,p. 769-772,3ced0b5d-895f-544c-8b64-7c90bcfd7b50,tg:mpmbr:1097_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:557_#1,Arch. 79,isad:mpm:31,10 Q 2 G,5d2dd6c2-482d-571a-a947-4dcd0c6a537b,p. 489-492,5d2dd6c2-482d-571a-a947-4dcd0c6a537b,tg:mpmbr:557_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1087_#1,Arch. 89,isad:mpm:42,10 Q 2 D,b3b94bc2-d251-50bd-800e-d4da553a5dff,p. 729-732,b3b94bc2-d251-50bd-800e-d4da553a5dff,tg:mpmbr:1087_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:312_#1,Arch. 78,isad:mpm:30,10 Q 2 G,87937a87-696f-5409-bcc8-ef336509349f,p. 229-230,87937a87-696f-5409-bcc8-ef336509349f,tg:mpmbr:312_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:302_#1,Arch.78,isad:mpm:30,10 Q 2 G,febf2fcd-c03f-5b6f-9a3f-085791845e21,p.397-400,febf2fcd-c03f-5b6f-9a3f-085791845e21,tg:mpmbr:302_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:561_#1,Arch. 79,isad:mpm:31,10 Q 2 G,8fa61414-9982-56be-a9fd-ac37a2eae968,p. 503-506,8fa61414-9982-56be-a9fd-ac37a2eae968,tg:mpmbr:561_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:419_#1,Arch. 79,isad:mpm:31,10 Q 2 G,bc79f19b-0a62-547b-8581-647555a0c20b,p. 125-128,bc79f19b-0a62-547b-8581-647555a0c20b,tg:mpmbr:419_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:571_#1,Arch. 79,isad:mpm:31,10 Q 2 G,6cb216dc-2a97-55e6-854e-f6ed8b15df91,p. 543-546,6cb216dc-2a97-55e6-854e-f6ed8b15df91,tg:mpmbr:571_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:409_#1,Arch. 79,isad:mpm:31,10 Q 2 G,6a161144-2603-555b-bd96-2165241cfd15,p. 85-88,6a161144-2603-555b-bd96-2165241cfd15,tg:mpmbr:409_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:334_#1,Arch. 78,isad:mpm:30,10 Q 2 G,9449e0fd-c9ed-5b94-9807-7ececc13d88e,p. 501-504,9449e0fd-c9ed-5b94-9807-7ececc13d88e,tg:mpmbr:334_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:324_#1,Arch. 78,isad:mpm:30,10 Q 2 G,49b46fae-ed5b-5df0-98cb-f38cd7fc169d,p. 455-460,49b46fae-ed5b-5df0-98cb-f38cd7fc169d,tg:mpmbr:324_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:607_#1,Arch. 79,isad:mpm:31,10 Q 2 G,b874e2dd-c008-58a2-97c3-8f66c59776fc,p. 677-680,b874e2dd-c008-58a2-97c3-8f66c59776fc,tg:mpmbr:607_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:617_#1,Arch. 89,isad:mpm:42,10 Q 2 D,55b9124e-0f93-5755-ba9f-0c1bde1870b0,p. 241-242,55b9124e-0f93-5755-ba9f-0c1bde1870b0,tg:mpmbr:617_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:972_#1,Arch. 89,isad:mpm:42,10 Q 2 D,5becf5f1-4922-5e34-baa2-2e605418f6bd,p. 691-692,5becf5f1-4922-5e34-baa2-2e605418f6bd,tg:mpmbr:972_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:193_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,d0acecad-f99c-59d1-93ab-9caf9b7c0070,B.i.3.2,d0acecad-f99c-59d1-93ab-9caf9b7c0070,tg:mpmbr:193_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:962_#1,Arch. 89,isad:mpm:42,10 Q 2 D,6e855838-fe95-57f9-9a8f-fab3ec492a15,p. 659-660,6e855838-fe95-57f9-9a8f-fab3ec492a15,tg:mpmbr:962_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:183_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,969d0853-4af0-5b4b-9cd2-9774b2d2fb50,B.g.5.2,969d0853-4af0-5b4b-9cd2-9774b2d2fb50,tg:mpmbr:183_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1216_#1,Arch. 638,isad:mpm:161,10 Q 8 C,f393de5d-9c4d-5859-9d5f-80c3ef7cded3,p. 838-841,f393de5d-9c4d-5859-9d5f-80c3ef7cded3,tg:mpmbr:1216_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1206_#1,Arch. 638,isad:mpm:161,10 Q 8 C,d1ca5176-b4eb-5728-8116-d8b9cfd5a407,p. 800-803,d1ca5176-b4eb-5728-8116-d8b9cfd5a407,tg:mpmbr:1206_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:71_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,fb0266c8-ecfb-59ed-8c08-025659d36863,A.b.6.2,fb0266c8-ecfb-59ed-8c08-025659d36863,tg:mpmbr:71_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1008_#1,Arch. 638,isad:mpm:161,10 Q 8 C,907fdf06-621d-5aaa-84ce-dbe5ef490a76,p. 134-137,907fdf06-621d-5aaa-84ce-dbe5ef490a76,tg:mpmbr:1008_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1170_#1,Arch. 638,isad:mpm:161,10 Q 8 C,f2e1f550-a9d9-574c-be40-dd7f7eb64035,p. 656-659,f2e1f550-a9d9-574c-be40-dd7f7eb64035,tg:mpmbr:1170_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1018_#1,Arch. 638,isad:mpm:161,10 Q 8 C,32f63d2d-6408-5cde-b550-0db9af5f2e57,p. 178-181,32f63d2d-6408-5cde-b550-0db9af5f2e57,tg:mpmbr:1018_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:61_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,73c2fa14-99f2-51b0-bfbe-463b7535b974,A.b.3.1,73c2fa14-99f2-51b0-bfbe-463b7535b974,tg:mpmbr:61_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1160_#1,Arch. 638,isad:mpm:161,10 Q 8 C,1e932a6d-eb5b-5c47-97c5-9a5c93a6d6bd,p. 624-625,1e932a6d-eb5b-5c47-97c5-9a5c93a6d6bd,tg:mpmbr:1160_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:297_#1,Arch.78,isad:mpm:30,10 Q 2 G,0137f7a6-0871-5f46-bb09-023a491b6cd9,p.377-380,0137f7a6-0871-5f46-bb09-023a491b6cd9,tg:mpmbr:297_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:287_#1,Arch.78,isad:mpm:30,10 Q 2 G,d785b972-8a85-537c-8d23-e8a1d1c0ee1f,p.335-338,d785b972-8a85-537c-8d23-e8a1d1c0ee1f,tg:mpmbr:287_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:13_#1,Arch. 793,isad:mpm:112,10 R 9 B,b58544b0-1419-553e-8165-a117aae8cf18,,b58544b0-1419-553e-8165-a117aae8cf18,tg:mpmbr:13_#1,Los stuk,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:1112_#1,Arch. 638,isad:mpm:161,10 Q 8 C,246b4826-03e2-5a94-bc9a-22c7e8321e36,p. 446-449,246b4826-03e2-5a94-bc9a-22c7e8321e36,tg:mpmbr:1112_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1102_#1,Arch. 638,isad:mpm:161,10 Q 8 C,1ccc5aac-9864-5a00-b14f-12e81a1d1923,p. 406-409,1ccc5aac-9864-5a00-b14f-12e81a1d1923,tg:mpmbr:1102_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:910_#1,Arch. 89,isad:mpm:42,10 Q 2 D,693027d6-be64-5757-9324-56fec758bd90,p. 583-584,693027d6-be64-5757-9324-56fec758bd90,tg:mpmbr:910_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:868_#1,Arch. 89,isad:mpm:42,10 Q 2 D,f70cced1-fc95-5769-827c-c44496051d5c,p. 151-152,f70cced1-fc95-5769-827c-c44496051d5c,tg:mpmbr:868_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:900_#1,Arch. 89,isad:mpm:42,10 Q 2 D,778bbf8f-eca4-5519-ae5f-2cbf8fdbd3d9,p. 279-280,778bbf8f-eca4-5519-ae5f-2cbf8fdbd3d9,tg:mpmbr:900_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:878_#1,Arch. 89,isad:mpm:42,10 Q 2 D,1691347e-717e-5781-98a0-8e99a5c878c1,p. 183-184,1691347e-717e-5781-98a0-8e99a5c878c1,tg:mpmbr:878_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:665_#1,Arch. 80,isad:mpm:32,10 Q 2 G,c78f58b4-8057-5262-a326-d5b7b414414e,p. 157-160,c78f58b4-8057-5262-a326-d5b7b414414e,tg:mpmbr:665_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:148_#1,Arch. 95 bis,isad:mpm:337,10 Q 2 C,0bd86824-5eb5-5fdf-8c0b-7bb69e4513a1,A.d.2.4,0bd86824-5eb5-5fdf-8c0b-7bb69e4513a1,tg:mpmbr:148_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:158_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,cd003013-88fe-5abe-9264-dede7c3a1538,B.a.2.2,cd003013-88fe-5abe-9264-dede7c3a1538,tg:mpmbr:158_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:356_#1,Arch.78,isad:mpm:30,10 Q 2 G,5b16de97-c0e9-56f4-8e25-78eaa6685938,p.585-588,5b16de97-c0e9-56f4-8e25-78eaa6685938,tg:mpmbr:356_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:346_#1,Arch. 78,isad:mpm:30,10 Q 2 G,78915661-ff6b-573a-836b-367689527863,p. 549-552,78915661-ff6b-573a-836b-367689527863,tg:mpmbr:346_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:503_#1,Arch. 133,isad:mpm:29,10 Q 1 D,6bdbf9eb-c240-554f-aa20-4aa50da97d8d,los stuk 3 tussen fol. 90 links-rechts,6bdbf9eb-c240-554f-aa20-4aa50da97d8d,tg:mpmbr:503_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:513_#1,Arch. 79,isad:mpm:31,10 Q 2 G,2318119b-d98f-5164-82db-cb9182f78487,p. 323-326,2318119b-d98f-5164-82db-cb9182f78487,tg:mpmbr:513_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1037_#1,Arch. 638,isad:mpm:161,10 Q 8 C,a98acb25-125e-5d55-9726-5060e231a70e,p. 256-259,a98acb25-125e-5d55-9726-5060e231a70e,tg:mpmbr:1037_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1027_#1,Arch. 638,isad:mpm:161,10 Q 8 C,c65e8c05-b29e-5641-b7ec-25e683aa1cf3,p. 220-223,c65e8c05-b29e-5641-b7ec-25e683aa1cf3,tg:mpmbr:1027_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:835_#1,Arch. 89,isad:mpm:42,10 Q 2 D,372e8c75-b51d-58e6-8cc2-ba89c8967617,p. 35-42,372e8c75-b51d-58e6-8cc2-ba89c8967617,tg:mpmbr:835_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:825_#1,Arch. 89,isad:mpm:42,10 Q 2 D,758616a3-cc8f-5f2a-83e3-f330427d8db5,p. 551-554,758616a3-cc8f-5f2a-83e3-f330427d8db5,tg:mpmbr:825_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:681_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,890cd9d6-3aed-53ff-9a47-095d3bca38f6,,890cd9d6-3aed-53ff-9a47-095d3bca38f6,tg:mpmbr:681_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1229_#1,SCH HF BA 16,isad:mpm:301,15 Q 4 B,a1508720-25f2-5f84-aabe-c8f388cc4d98,1674/2,a1508720-25f2-5f84-aabe-c8f388cc4d98,tg:mpmbr:1229_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:691_#1,SCH HF BA 112,isad:mpm:301,10 Q 6 D,359e9cd2-fcb5-5c84-b3fd-510ac2498675,,359e9cd2-fcb5-5c84-b3fd-510ac2498675,tg:mpmbr:691_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:1239_#1,SCH HF BA 3,isad:mpm:301,15 Q 4 C,b5447aee-3c87-5b1b-b7a8-a63cd13fcdc1,2,b5447aee-3c87-5b1b-b7a8-a63cd13fcdc1,tg:mpmbr:1239_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:115_#1,Arch. 337,isad:mpm:58,10 Q 5 C,9d2b44f1-e2ba-5b54-a639-58b9e1727b5d,,9d2b44f1-e2ba-5b54-a639-58b9e1727b5d,tg:mpmbr:115_#1,Los stuk 1 tussen fol. 1,remarks,Nederlands
e22_Items,1,mpmbr,tg:mpmbr:105_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,91106fa7-3f96-5fc5-8b2e-6d2f4787f4cc,C.e.5.1,91106fa7-3f96-5fc5-8b2e-6d2f4787f4cc,tg:mpmbr:105_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:638_#1,Arch. 80,isad:mpm:32,10 Q 2 G,1cf1fdd1-ca56-5862-a977-fa4721190eb1,p. 53-56,1cf1fdd1-ca56-5862-a977-fa4721190eb1,tg:mpmbr:638_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:740_#1,Arch. 89,isad:mpm:42,10 Q 2 D,795d178e-d5a7-5a22-ae63-616187f12d8c,p. 365-366,795d178e-d5a7-5a22-ae63-616187f12d8c,tg:mpmbr:740_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:628_#1,Arch. 80,isad:mpm:32,10 Q 2 G,a8394a01-4f7d-511f-8864-ba2e22c2153a,p. 13-16,a8394a01-4f7d-511f-8864-ba2e22c2153a,tg:mpmbr:628_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:750_#1,Arch. 89,isad:mpm:42,10 Q 2 D,8acd09dc-3226-54d5-b50e-76af09647f07,p. 387-390,8acd09dc-3226-54d5-b50e-76af09647f07,tg:mpmbr:750_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:436_#1,Arch. 79,isad:mpm:31,10 Q 2 G,62b13853-0438-5e5a-9919-fcbe7f547d29,p. 193-196,62b13853-0438-5e5a-9919-fcbe7f547d29,tg:mpmbr:436_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:263_#1,Arch. 78,isad:mpm:30,10 Q 2 G,096211c7-3945-5013-90bd-6194035ba1f8,p. 259-262,096211c7-3945-5013-90bd-6194035ba1f8,tg:mpmbr:263_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:369_#1,Arch.78,isad:mpm:30,10 Q 2 G,4e1a5917-dee3-5d62-8bc4-0ec303add792,p.641-644,4e1a5917-dee3-5d62-8bc4-0ec303add792,tg:mpmbr:369_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:211_#1,Arch. 1457,isad:mpm:343,10 R 3 B,b56d0534-f57f-5bba-a214-0ce8408872e3,5,b56d0534-f57f-5bba-a214-0ce8408872e3,tg:mpmbr:211_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:379_#1,Arch.78,isad:mpm:30,10 Q 2 G,66ec34a9-0e77-5d42-b32e-74eb8d0e7736,p.681-684,66ec34a9-0e77-5d42-b32e-74eb8d0e7736,tg:mpmbr:379_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:201_#1,Arch. 95 bis,isad:mpm:338,10 Q 2 C,88b883e1-b8eb-5883-9bed-ab3b0de02045,B.k.4.2,88b883e1-b8eb-5883-9bed-ab3b0de02045,tg:mpmbr:201_#1,,,
e22_Items,1,mpmbr,tg:mpmbr:95_#1,Arch. 95 bis,isad:mpm:339,10 Q 2 C,1dc5bbd1-d185-57ee-ba1e-2381c065cd84,C.e.1.2,1dc5bbd1-d185-57ee-ba1e-2381c065cd84,tg:mpmbr:95_#1,,,
