ResourceID,brocade.id,card,order,source_field,source_code,Production Technique Type,Product stadium,Keeper,Object Number,Object Identifier,source_date,Restriction Type
dfd76102-321b-5e78-bd54-a39be55e0efe,tg:mpmbr:919_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
dfd76102-321b-5e78-bd54-a39be55e0efe,tg:mpmbr:919_#1,e22_UsageRestrictions,,id/date,,,,,,,1572,open
dfe605aa-f018-5fc2-b5c4-a6f1b6203395,tg:mpmbr:1002_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1002_#1,https://data.museumplantinmoretus.be/ark:/11975/dfe605aa-f018-5fc2-b5c4-a6f1b6203395,,
dfe605aa-f018-5fc2-b5c4-a6f1b6203395,tg:mpmbr:1002_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
dfe605aa-f018-5fc2-b5c4-a6f1b6203395,tg:mpmbr:1002_#1,e22_UsageRestrictions,,id/date,,,,,,,1674,open
dff738b0-dcf4-571d-8c31-82255562560b,tg:mpmbr:592_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:592_#1,https://data.museumplantinmoretus.be/ark:/11975/dff738b0-dcf4-571d-8c31-82255562560b,,
dff738b0-dcf4-571d-8c31-82255562560b,tg:mpmbr:592_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
dff738b0-dcf4-571d-8c31-82255562560b,tg:mpmbr:592_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
e00d4311-c3e5-5b0a-a2e5-19e1b6def20e,tg:mpmbr:905_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:905_#1,https://data.museumplantinmoretus.be/ark:/11975/e00d4311-c3e5-5b0a-a2e5-19e1b6def20e,,
e00d4311-c3e5-5b0a-a2e5-19e1b6def20e,tg:mpmbr:905_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e00d4311-c3e5-5b0a-a2e5-19e1b6def20e,tg:mpmbr:905_#1,e22_UsageRestrictions,,id/date,,,,,,,1622,open
e037e210-1871-53dd-989b-82909669ca7c,tg:mpmbr:76_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:76_#1,https://data.museumplantinmoretus.be/ark:/11975/e037e210-1871-53dd-989b-82909669ca7c,,
e037e210-1871-53dd-989b-82909669ca7c,tg:mpmbr:76_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e037e210-1871-53dd-989b-82909669ca7c,tg:mpmbr:76_#1,e22_UsageRestrictions,,id/date,,,,,,,1600,open
e0487af3-d1e5-53da-b5f8-48e1297dee88,tg:mpmbr:49_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:49_#1,https://data.museumplantinmoretus.be/ark:/11975/e0487af3-d1e5-53da-b5f8-48e1297dee88,,
e0487af3-d1e5-53da-b5f8-48e1297dee88,tg:mpmbr:49_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0487af3-d1e5-53da-b5f8-48e1297dee88,tg:mpmbr:49_#1,e22_UsageRestrictions,,id/date,,,,,,,1656,open
e0699635-89df-5045-be92-08c80c471c79,tg:mpmbr:415_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:415_#1,https://data.museumplantinmoretus.be/ark:/11975/e0699635-89df-5045-be92-08c80c471c79,,
e0699635-89df-5045-be92-08c80c471c79,tg:mpmbr:415_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0699635-89df-5045-be92-08c80c471c79,tg:mpmbr:415_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
e06f8f9d-dc68-5559-a973-11d17e5a6a8c,tg:mpmbr:570_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:570_#1,https://data.museumplantinmoretus.be/ark:/11975/e06f8f9d-dc68-5559-a973-11d17e5a6a8c,,
e06f8f9d-dc68-5559-a973-11d17e5a6a8c,tg:mpmbr:570_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e06f8f9d-dc68-5559-a973-11d17e5a6a8c,tg:mpmbr:570_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
e083faaf-72c2-5332-a009-1780fddcd529,tg:mpmbr:552_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:552_#1,https://data.museumplantinmoretus.be/ark:/11975/e083faaf-72c2-5332-a009-1780fddcd529,,
e083faaf-72c2-5332-a009-1780fddcd529,tg:mpmbr:552_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e083faaf-72c2-5332-a009-1780fddcd529,tg:mpmbr:552_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
e09599ce-dc3a-5ea7-8b6b-576139f6a822,tg:mpmbr:695_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:695_#1,https://data.museumplantinmoretus.be/ark:/11975/e09599ce-dc3a-5ea7-8b6b-576139f6a822,,
e09599ce-dc3a-5ea7-8b6b-576139f6a822,tg:mpmbr:695_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e09599ce-dc3a-5ea7-8b6b-576139f6a822,tg:mpmbr:695_#1,e22_UsageRestrictions,,id/date,,,,,,,1679,open
e0a4ac17-bfd8-5ffd-8b66-0f66112c5229,tg:mpmbr:898_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:898_#1,https://data.museumplantinmoretus.be/ark:/11975/e0a4ac17-bfd8-5ffd-8b66-0f66112c5229,,
e0a4ac17-bfd8-5ffd-8b66-0f66112c5229,tg:mpmbr:898_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0a4ac17-bfd8-5ffd-8b66-0f66112c5229,tg:mpmbr:898_#1,e22_UsageRestrictions,,id/date,,,,,,,1574,open
e0b8b240-0544-5688-9c6c-000b925355c0,tg:mpmbr:333_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:333_#1,https://data.museumplantinmoretus.be/ark:/11975/e0b8b240-0544-5688-9c6c-000b925355c0,,
e0b8b240-0544-5688-9c6c-000b925355c0,tg:mpmbr:333_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0b8b240-0544-5688-9c6c-000b925355c0,tg:mpmbr:333_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
e0d19460-4067-5254-a7df-544c3373fecd,tg:mpmbr:119_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:119_#1,https://data.museumplantinmoretus.be/ark:/11975/e0d19460-4067-5254-a7df-544c3373fecd,,
e0d19460-4067-5254-a7df-544c3373fecd,tg:mpmbr:119_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0d19460-4067-5254-a7df-544c3373fecd,tg:mpmbr:119_#1,e22_UsageRestrictions,,id/date,,,,,,,1750,open
e0efa07d-4eeb-5491-98da-135393fc368a,tg:mpmbr:1223_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1223_#1,https://data.museumplantinmoretus.be/ark:/11975/e0efa07d-4eeb-5491-98da-135393fc368a,,
e0efa07d-4eeb-5491-98da-135393fc368a,tg:mpmbr:1223_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e0efa07d-4eeb-5491-98da-135393fc368a,tg:mpmbr:1223_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
e10f5563-8371-5890-87ef-ada5968c13cd,tg:mpmbr:842_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:842_#1,https://data.museumplantinmoretus.be/ark:/11975/e10f5563-8371-5890-87ef-ada5968c13cd,,
e10f5563-8371-5890-87ef-ada5968c13cd,tg:mpmbr:842_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e10f5563-8371-5890-87ef-ada5968c13cd,tg:mpmbr:842_#1,e22_UsageRestrictions,,id/date,,,,,,,1676,open
e11236b9-6638-5578-a69a-b8ba9c0c8dd3,tg:mpmbr:906_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:906_#1,https://data.museumplantinmoretus.be/ark:/11975/e11236b9-6638-5578-a69a-b8ba9c0c8dd3,,
e11236b9-6638-5578-a69a-b8ba9c0c8dd3,tg:mpmbr:906_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e11236b9-6638-5578-a69a-b8ba9c0c8dd3,tg:mpmbr:906_#1,e22_UsageRestrictions,,id/date,,,,,,,1627,open
e1431ff8-06f2-5eba-9ea4-c1be0466b97c,tg:mpmbr:1082_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1082_#1,https://data.museumplantinmoretus.be/ark:/11975/e1431ff8-06f2-5eba-9ea4-c1be0466b97c,,
e1431ff8-06f2-5eba-9ea4-c1be0466b97c,tg:mpmbr:1082_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e1431ff8-06f2-5eba-9ea4-c1be0466b97c,tg:mpmbr:1082_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
e14c12fa-a4de-590b-b379-defc5bbb69ac,tg:mpmbr:53_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:53_#1,https://data.museumplantinmoretus.be/ark:/11975/e14c12fa-a4de-590b-b379-defc5bbb69ac,,
e14c12fa-a4de-590b-b379-defc5bbb69ac,tg:mpmbr:53_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e14c12fa-a4de-590b-b379-defc5bbb69ac,tg:mpmbr:53_#1,e22_UsageRestrictions,,id/date,,,,,,,1634,open
e1a04410-2bc2-55b5-b7d4-3bc9906926bd,tg:mpmbr:1238_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1238_#1,https://data.museumplantinmoretus.be/ark:/11975/e1a04410-2bc2-55b5-b7d4-3bc9906926bd,,
e1a04410-2bc2-55b5-b7d4-3bc9906926bd,tg:mpmbr:1238_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e1a04410-2bc2-55b5-b7d4-3bc9906926bd,tg:mpmbr:1238_#1,e22_UsageRestrictions,,id/date,,,,,,,1662,open
e1fe5fc9-9a6a-5b6f-9c0e-f3f135ea495a,tg:mpmbr:969_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:969_#1,https://data.museumplantinmoretus.be/ark:/11975/e1fe5fc9-9a6a-5b6f-9c0e-f3f135ea495a,,
e1fe5fc9-9a6a-5b6f-9c0e-f3f135ea495a,tg:mpmbr:969_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e1fe5fc9-9a6a-5b6f-9c0e-f3f135ea495a,tg:mpmbr:969_#1,e22_UsageRestrictions,,id/date,,,,,,,1576,open
e278c864-c841-52c8-9fab-cc8ae8985a89,tg:mpmbr:949_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:949_#1,https://data.museumplantinmoretus.be/ark:/11975/e278c864-c841-52c8-9fab-cc8ae8985a89,,
e278c864-c841-52c8-9fab-cc8ae8985a89,tg:mpmbr:949_#1,e22_UsageRestrictions,,id/date,,,,,,,1889,open
e281dd26-05a3-5a90-90e4-d5c0ef29fcf8,tg:mpmbr:389_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:389_#1,https://data.museumplantinmoretus.be/ark:/11975/e281dd26-05a3-5a90-90e4-d5c0ef29fcf8,,
e281dd26-05a3-5a90-90e4-d5c0ef29fcf8,tg:mpmbr:389_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e281dd26-05a3-5a90-90e4-d5c0ef29fcf8,tg:mpmbr:389_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
e2af9fd3-877e-516c-90a3-e4ecb966994a,tg:mpmbr:72_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:72_#1,https://data.museumplantinmoretus.be/ark:/11975/e2af9fd3-877e-516c-90a3-e4ecb966994a,,
e2af9fd3-877e-516c-90a3-e4ecb966994a,tg:mpmbr:72_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e2af9fd3-877e-516c-90a3-e4ecb966994a,tg:mpmbr:72_#1,e22_UsageRestrictions,,id/date,,,,,,,1616,open
e37febcd-a823-5228-aaa2-aaadb592b95f,tg:mpmbr:1211_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1211_#1,https://data.museumplantinmoretus.be/ark:/11975/e37febcd-a823-5228-aaa2-aaadb592b95f,,
e37febcd-a823-5228-aaa2-aaadb592b95f,tg:mpmbr:1211_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e37febcd-a823-5228-aaa2-aaadb592b95f,tg:mpmbr:1211_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
e3d6df40-180d-568b-bb7c-c02ee40e002d,tg:mpmbr:1096_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1096_#1,https://data.museumplantinmoretus.be/ark:/11975/e3d6df40-180d-568b-bb7c-c02ee40e002d,,
e3d6df40-180d-568b-bb7c-c02ee40e002d,tg:mpmbr:1096_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e3d6df40-180d-568b-bb7c-c02ee40e002d,tg:mpmbr:1096_#1,e22_UsageRestrictions,,id/date,,,,,,,1641,open
e4379fe2-a659-543b-8b93-ab61e8bf57a1,tg:mpmbr:388_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:388_#1,https://data.museumplantinmoretus.be/ark:/11975/e4379fe2-a659-543b-8b93-ab61e8bf57a1,,
e4379fe2-a659-543b-8b93-ab61e8bf57a1,tg:mpmbr:388_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e4379fe2-a659-543b-8b93-ab61e8bf57a1,tg:mpmbr:388_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
e44bfd62-a206-5bdc-9525-193a9a18fe91,tg:mpmbr:655_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:655_#1,https://data.museumplantinmoretus.be/ark:/11975/e44bfd62-a206-5bdc-9525-193a9a18fe91,,
e44bfd62-a206-5bdc-9525-193a9a18fe91,tg:mpmbr:655_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e44bfd62-a206-5bdc-9525-193a9a18fe91,tg:mpmbr:655_#1,e22_UsageRestrictions,,id/date,,,,,,,1640,open
e47404cb-edd9-5eb1-81bf-a4770b547d0b,tg:mpmbr:1145_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1145_#1,https://data.museumplantinmoretus.be/ark:/11975/e47404cb-edd9-5eb1-81bf-a4770b547d0b,,
e47404cb-edd9-5eb1-81bf-a4770b547d0b,tg:mpmbr:1145_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e47404cb-edd9-5eb1-81bf-a4770b547d0b,tg:mpmbr:1145_#1,e22_UsageRestrictions,,id/date,,,,,,,1677,open
e5c2ebc8-8b2d-55e8-ae71-a01332346888,tg:mpmbr:996_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:996_#1,https://data.museumplantinmoretus.be/ark:/11975/e5c2ebc8-8b2d-55e8-ae71-a01332346888,,
e5c2ebc8-8b2d-55e8-ae71-a01332346888,tg:mpmbr:996_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e5c2ebc8-8b2d-55e8-ae71-a01332346888,tg:mpmbr:996_#1,e22_UsageRestrictions,,id/date,,,,,,,1673,open
e6283945-33cf-550a-8fd1-3649b0af7114,tg:mpmbr:843_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:843_#1,https://data.museumplantinmoretus.be/ark:/11975/e6283945-33cf-550a-8fd1-3649b0af7114,,
e6283945-33cf-550a-8fd1-3649b0af7114,tg:mpmbr:843_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
e6283945-33cf-550a-8fd1-3649b0af7114,tg:mpmbr:843_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e6283945-33cf-550a-8fd1-3649b0af7114,tg:mpmbr:843_#1,e22_UsageRestrictions,,id/date,,,,,,,1606,open
e661297a-8ec7-5870-91ed-ca6b0e1f8635,tg:mpmbr:390_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:390_#1,https://data.museumplantinmoretus.be/ark:/11975/e661297a-8ec7-5870-91ed-ca6b0e1f8635,,
e661297a-8ec7-5870-91ed-ca6b0e1f8635,tg:mpmbr:390_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e661297a-8ec7-5870-91ed-ca6b0e1f8635,tg:mpmbr:390_#1,e22_UsageRestrictions,,id/date,,,,,,,1639,open
e6a0881e-0565-5963-a364-f92890ee3ce6,tg:mpmbr:1181_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1181_#1,https://data.museumplantinmoretus.be/ark:/11975/e6a0881e-0565-5963-a364-f92890ee3ce6,,
e6a0881e-0565-5963-a364-f92890ee3ce6,tg:mpmbr:1181_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e6a0881e-0565-5963-a364-f92890ee3ce6,tg:mpmbr:1181_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
e6d68019-8536-5ad4-95c3-b7852244255e,tg:mpmbr:677_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:677_#1,https://data.museumplantinmoretus.be/ark:/11975/e6d68019-8536-5ad4-95c3-b7852244255e,,
e6d68019-8536-5ad4-95c3-b7852244255e,tg:mpmbr:677_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e6d68019-8536-5ad4-95c3-b7852244255e,tg:mpmbr:677_#1,e22_UsageRestrictions,,id/date,,,,,,,1677,open
e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,tg:mpmbr:1215_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1215_#1,https://data.museumplantinmoretus.be/ark:/11975/e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,,
e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,tg:mpmbr:1215_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e70d41c2-a1a3-5c83-9bd0-7db614d40ccc,tg:mpmbr:1215_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
e7b2342f-3a35-557a-9d58-6700fe90227f,tg:mpmbr:1219_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1219_#1,https://data.museumplantinmoretus.be/ark:/11975/e7b2342f-3a35-557a-9d58-6700fe90227f,,
e7b2342f-3a35-557a-9d58-6700fe90227f,tg:mpmbr:1219_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e7b2342f-3a35-557a-9d58-6700fe90227f,tg:mpmbr:1219_#1,e22_UsageRestrictions,,id/date,,,,,,,1678,open
e7d87234-5fac-5d4a-9e42-2d4fe291c96d,tg:mpmbr:966_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:966_#1,https://data.museumplantinmoretus.be/ark:/11975/e7d87234-5fac-5d4a-9e42-2d4fe291c96d,,
e7d87234-5fac-5d4a-9e42-2d4fe291c96d,tg:mpmbr:966_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e7d87234-5fac-5d4a-9e42-2d4fe291c96d,tg:mpmbr:966_#1,e22_UsageRestrictions,,id/date,,,,,,,1575,open
e7e149a2-f06c-5659-a099-d4b97e625973,tg:mpmbr:747_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:747_#1,https://data.museumplantinmoretus.be/ark:/11975/e7e149a2-f06c-5659-a099-d4b97e625973,,
e7e149a2-f06c-5659-a099-d4b97e625973,tg:mpmbr:747_#1,e22_ProductStadiums,1,kenmerken.mpmorighs,con,,drafts (documents),,,,,
e7e149a2-f06c-5659-a099-d4b97e625973,tg:mpmbr:747_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e7e149a2-f06c-5659-a099-d4b97e625973,tg:mpmbr:747_#1,e22_UsageRestrictions,,id/date,,,,,,,1590,open
e7f4f9d1-9e10-5b5d-9919-5dc0c12d9961,tg:mpmbr:368_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:368_#1,https://data.museumplantinmoretus.be/ark:/11975/e7f4f9d1-9e10-5b5d-9919-5dc0c12d9961,,
e7f4f9d1-9e10-5b5d-9919-5dc0c12d9961,tg:mpmbr:368_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e7f4f9d1-9e10-5b5d-9919-5dc0c12d9961,tg:mpmbr:368_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
e85d0e03-d3aa-5739-9e3a-51f7071d34be,tg:mpmbr:362_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:362_#1,https://data.museumplantinmoretus.be/ark:/11975/e85d0e03-d3aa-5739-9e3a-51f7071d34be,,
e85d0e03-d3aa-5739-9e3a-51f7071d34be,tg:mpmbr:362_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e85d0e03-d3aa-5739-9e3a-51f7071d34be,tg:mpmbr:362_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
e880ffb0-7c59-59f9-b14a-eee3ac31e291,tg:mpmbr:834_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:834_#1,https://data.museumplantinmoretus.be/ark:/11975/e880ffb0-7c59-59f9-b14a-eee3ac31e291,,
e880ffb0-7c59-59f9-b14a-eee3ac31e291,tg:mpmbr:834_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e880ffb0-7c59-59f9-b14a-eee3ac31e291,tg:mpmbr:834_#1,e22_UsageRestrictions,,id/date,,,,,,,1601,open
e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,tg:mpmbr:778_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:778_#1,https://data.museumplantinmoretus.be/ark:/11975/e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,,
e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,tg:mpmbr:778_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e8b16be0-6fc5-5f8c-8c43-1e5a17efd7c5,tg:mpmbr:778_#1,e22_UsageRestrictions,,id/date,,,,,,,1577,open
e90af70e-d988-5ab9-837e-c93d9096ce20,tg:mpmbr:464_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:464_#1,https://data.museumplantinmoretus.be/ark:/11975/e90af70e-d988-5ab9-837e-c93d9096ce20,,
e90af70e-d988-5ab9-837e-c93d9096ce20,tg:mpmbr:464_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e90af70e-d988-5ab9-837e-c93d9096ce20,tg:mpmbr:464_#1,e22_UsageRestrictions,,id/date,,,,,,,1834,open
e97bb5c8-8136-5ec3-986e-72bcc66b09d1,tg:mpmbr:192_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:192_#1,https://data.museumplantinmoretus.be/ark:/11975/e97bb5c8-8136-5ec3-986e-72bcc66b09d1,,
e97bb5c8-8136-5ec3-986e-72bcc66b09d1,tg:mpmbr:192_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e97bb5c8-8136-5ec3-986e-72bcc66b09d1,tg:mpmbr:192_#1,e22_UsageRestrictions,,id/date,,,,,,,1672,open
e9dbeac5-be77-5f12-855b-4d2bf42963a4,tg:mpmbr:833_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:833_#1,https://data.museumplantinmoretus.be/ark:/11975/e9dbeac5-be77-5f12-855b-4d2bf42963a4,,
e9dbeac5-be77-5f12-855b-4d2bf42963a4,tg:mpmbr:833_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
e9dbeac5-be77-5f12-855b-4d2bf42963a4,tg:mpmbr:833_#1,e22_UsageRestrictions,,id/date,,,,,,,1600,open
ea1c53ce-1be8-5edc-863c-4fe39528dba2,tg:mpmbr:995_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:995_#1,https://data.museumplantinmoretus.be/ark:/11975/ea1c53ce-1be8-5edc-863c-4fe39528dba2,,
ea1c53ce-1be8-5edc-863c-4fe39528dba2,tg:mpmbr:995_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
ea1c53ce-1be8-5edc-863c-4fe39528dba2,tg:mpmbr:995_#1,e22_UsageRestrictions,,id/date,,,,,,,1673,open
ea3c536e-a09f-545b-ae21-13aa5ff72d7b,tg:mpmbr:1086_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1086_#1,https://data.museumplantinmoretus.be/ark:/11975/ea3c536e-a09f-545b-ae21-13aa5ff72d7b,,
ea3c536e-a09f-545b-ae21-13aa5ff72d7b,tg:mpmbr:1086_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
ea3c536e-a09f-545b-ae21-13aa5ff72d7b,tg:mpmbr:1086_#1,e22_UsageRestrictions,,id/date,,,,,,,1638,open
ead8a960-87ac-5cf8-b448-1e131c23e540,tg:mpmbr:250_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:250_#1,https://data.museumplantinmoretus.be/ark:/11975/ead8a960-87ac-5cf8-b448-1e131c23e540,,
ead8a960-87ac-5cf8-b448-1e131c23e540,tg:mpmbr:250_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
ead8a960-87ac-5cf8-b448-1e131c23e540,tg:mpmbr:250_#1,e22_UsageRestrictions,,id/date,,,,,,,1637,open
eae56148-0d7c-535d-952c-ff4d4f5102c4,tg:mpmbr:1061_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:1061_#1,https://data.museumplantinmoretus.be/ark:/11975/eae56148-0d7c-535d-952c-ff4d4f5102c4,,
eae56148-0d7c-535d-952c-ff4d4f5102c4,tg:mpmbr:1061_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
eae56148-0d7c-535d-952c-ff4d4f5102c4,tg:mpmbr:1061_#1,e22_UsageRestrictions,,id/date,,,,,,,1675,open
eb2378bd-4334-55cf-95bd-b4d7070ed3f8,tg:mpmbr:97_#1,AA,0,,,,,Museum Plantin-Moretus,tg:mpmbr:97_#1,https://data.museumplantinmoretus.be/ark:/11975/eb2378bd-4334-55cf-95bd-b4d7070ed3f8,,
eb2378bd-4334-55cf-95bd-b4d7070ed3f8,tg:mpmbr:97_#1,e22_ProductionTechniques,1,kenmerken.mpmtypohs,hs,handwriting,,,,,,
eb2378bd-4334-55cf-95bd-b4d7070ed3f8,tg:mpmbr:97_#1,e22_UsageRestrictions,,id/date,,,,,,,1658,open
