ResourceID,card,mmb_id,order,source_field,External Relation URL Prefix,External Relation URL,External Relation,External Relation URL Type,Language,ResourceID_mat,mmb_id_mat,Material Records,source_date,Copyright Type,Copyright Revision Date,Object Identifier,Object Number Type,Object Number,Other Identifier Type,Other Identifier,Title Type,Title,Title Language,Record Type,Description Type,Description Language,Description
74a758b8-f555-5531-96c8-e79a63a7b8d3,e73_MaterialRecords,tg:mmbdc:75,1,,,,,,,31db27b6-5bf3-51da-86c2-a4aafdbcce02,tg:mmbdc:75_#1,"[{""resourceId"": ""31db27b6-5bf3-51da-86c2-a4aafdbcce02"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0346d5ac-d87e-42fa-9cad-eb7ed549466d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
75c8465d-660b-550c-af3c-e1d379515d9f,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/75c8465d-660b-550c-af3c-e1d379515d9f,object identifier,tg:mmbdc:34,record identifiers,MMB.A.1240,constructed titles,Bidprentje Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
75c8465d-660b-550c-af3c-e1d379515d9f,e73_Copyrights,tg:mmbdc:34,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
75c8465d-660b-550c-af3c-e1d379515d9f,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
75c8465d-660b-550c-af3c-e1d379515d9f,e73_MaterialRecords,tg:mmbdc:34,1,,,,,,,47fcbe5a-26ca-5418-9835-57335a86221f,tg:mmbdc:34_#1,"[{""resourceId"": ""47fcbe5a-26ca-5418-9835-57335a86221f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""16b4b10c-24de-47a2-8c4d-f768175834ca"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/76a770c1-e2b5-51b0-ba7f-15687f461925,object identifier,tg:mmbdc:104,record identifiers,MMB.A.1530,constructed titles,Naamlijst: Patiënten Sint Henricusstichting,Dutch (language),Documenten,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,e73_Copyrights,tg:mmbdc:104,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
76a770c1-e2b5-51b0-ba7f-15687f461925,e73_MaterialRecords,tg:mmbdc:104,1,,,,,,,bfc75250-e8b3-5d84-b94d-9379c1e099ff,tg:mmbdc:104_#1,"[{""resourceId"": ""bfc75250-e8b3-5d84-b94d-9379c1e099ff"", ""ontologyProperty"": """", ""resourceXresourceId"": ""d191412f-156b-4787-8474-bc48711784ec"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/779d5ef6-44f2-53b9-9ded-2078f8138f29,object identifier,tg:mmbdc:143,record identifiers,MMB.A.2423,constructed titles,"Extract uit het kadastraal plan der Gemeente Antwerpen, Sectie C",Dutch (language),Documenten,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_Copyrights,tg:mmbdc:143,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
779d5ef6-44f2-53b9-9ded-2078f8138f29,e73_MaterialRecords,tg:mmbdc:143,1,,,,,,,99653bf6-4f4e-5041-9fee-8c23f9ea8143,tg:mmbdc:143_#1,"[{""resourceId"": ""99653bf6-4f4e-5041-9fee-8c23f9ea8143"", ""ontologyProperty"": """", ""resourceXresourceId"": ""bb3e3ccb-d0bb-4d8b-83dc-93e663556fdf"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7a3ea516-bf4f-5143-aba7-213a091367fc,object identifier,tg:mmbdc:80,record identifiers,MMB.A.1473,constructed titles,Schatting kapitaal Sint Henricusstichting,Dutch (language),Documenten,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,e73_Copyrights,tg:mmbdc:80,,begindatum,,,,,,,,,1907,No Known Copyright,2022,,,,,,,,,,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
7a3ea516-bf4f-5143-aba7-213a091367fc,e73_MaterialRecords,tg:mmbdc:80,1,,,,,,,50ceec1d-936b-5223-a228-891c37295e52,tg:mmbdc:80_#1,"[{""resourceId"": ""50ceec1d-936b-5223-a228-891c37295e52"", ""ontologyProperty"": """", ""resourceXresourceId"": ""a479121a-e58b-4b04-a10b-d11bf26f18bf"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,object identifier,tg:mmbdc:29,record identifiers,MMB.A.1231,constructed titles,Visitekaartje: Chevalier Mayer van den Bergh,Dutch (language),Documenten,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_Copyrights,tg:mmbdc:29,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
7aa8c4ae-5d48-5ee6-be2e-4fcdee75f2ed,e73_MaterialRecords,tg:mmbdc:29,1,,,,,,,428d08bf-1d96-5650-9ff9-ce35c44d19ec,tg:mmbdc:29_#1,"[{""resourceId"": ""428d08bf-1d96-5650-9ff9-ce35c44d19ec"", ""ontologyProperty"": """", ""resourceXresourceId"": ""68ffc7a3-3972-433b-8ed8-200a405d1416"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7fa9c968-3513-5182-a935-e161b2b76fb9,object identifier,tg:mmbdc:42,record identifiers,MMB.A.1277,constructed titles,Betalingsbewijs aan militaire orde van Malta,Dutch (language),Documenten,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_Copyrights,tg:mmbdc:42,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_Languages,,,taal 1,,,,,Italian (language),,,,,,,,,,,,,,,,,,
7fa9c968-3513-5182-a935-e161b2b76fb9,e73_MaterialRecords,tg:mmbdc:42,1,,,,,,,c3788d2c-d341-52ba-b8d9-e09611e57d76,tg:mmbdc:42_#1,"[{""resourceId"": ""c3788d2c-d341-52ba-b8d9-e09611e57d76"", ""ontologyProperty"": """", ""resourceXresourceId"": ""093a091c-5a65-4071-aeb2-f627791a4e1a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,object identifier,tg:mmbdc:41,record identifiers,MMB.A.1276,constructed titles,Bulla van de Orde van Malta,Dutch (language),Documenten,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_Copyrights,tg:mmbdc:41,,begindatum,,,,,,,,,1901,No Known Copyright,2016,,,,,,,,,,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_Languages,,,taal 1,,,,,Latin (language),,,,,,,,,,,,,,,,,,
7fcf8fdd-08ec-59c1-a9c4-5a7f69337794,e73_MaterialRecords,tg:mmbdc:41,1,,,,,,,3261420f-fa95-5253-80dc-107299b8b524,tg:mmbdc:41_#1,"[{""resourceId"": ""3261420f-fa95-5253-80dc-107299b8b524"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0390d2e1-205a-4512-9ac8-5c0fd2cd1a0d"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
8218acd3-4429-5d35-8f51-80631e753e87,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8218acd3-4429-5d35-8f51-80631e753e87,object identifier,tg:mmbdc:99,record identifiers,MMB.A.1521,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
8218acd3-4429-5d35-8f51-80631e753e87,e73_Copyrights,tg:mmbdc:99,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,
8218acd3-4429-5d35-8f51-80631e753e87,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
8218acd3-4429-5d35-8f51-80631e753e87,e73_MaterialRecords,tg:mmbdc:99,1,,,,,,,2881a1ec-803b-569d-90c9-02e840292404,tg:mmbdc:99_#1,"[{""resourceId"": ""2881a1ec-803b-569d-90c9-02e840292404"", ""ontologyProperty"": """", ""resourceXresourceId"": ""976cd0fa-b33c-42a0-8ead-765e6110fcfd"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/833c865b-1a97-53ed-a6e3-9d51d742b161,object identifier,tg:mmbdc:133,record identifiers,MMB.A.1669,constructed titles,Notitie: Oplijsting van werken en steden (waar de werken verkocht werden?),Dutch (language),Documenten,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_Copyrights,tg:mmbdc:133,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
833c865b-1a97-53ed-a6e3-9d51d742b161,e73_MaterialRecords,tg:mmbdc:133,1,,,,,,,9d19defb-127d-5313-b609-802cb7408c7a,tg:mmbdc:133_#1,"[{""resourceId"": ""9d19defb-127d-5313-b609-802cb7408c7a"", ""ontologyProperty"": """", ""resourceXresourceId"": ""18b98311-43da-4b2d-811c-9dd9e17abe8b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/83c53c53-f84f-5936-986a-c4b77c928be4,object identifier,tg:mmbdc:132,record identifiers,MMB.A.1667,constructed titles,Twee notities over een medaille gegraveerd naar aanleiding van de sloop van de citadel van Antwerpen in 1577,Dutch (language),Documenten,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_Copyrights,tg:mmbdc:132,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_ExternalRelations,tg:mmbdc:132,g_o_1,gerelateerde objecten,http://adlib.internetserver.mmbonline.webservice,/api/wwwopac.ashx?database=collect.inf&command=selectrecord&object_number=MMB.1688,gerelateerd object,uniform resource locators,,,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
83c53c53-f84f-5936-986a-c4b77c928be4,e73_MaterialRecords,tg:mmbdc:132,1,,,,,,,6f1864a9-eada-5f73-bea6-5483539a4ad0,tg:mmbdc:132_#1,"[{""resourceId"": ""6f1864a9-eada-5f73-bea6-5483539a4ad0"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b6a742d2-2321-4092-b934-231142168e38"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,object identifier,tg:mmbdc:101,record identifiers,MMB.A.1523,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_Copyrights,tg:mmbdc:101,,begindatum,,,,,,,,,1917,In Copyright,2032,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_Languages,,,taal 1,,,,,Dutch (language),,,,,,,,,,,,,,,,,,
87b9b8a4-4859-52a1-8a7d-9d7f03b3e997,e73_MaterialRecords,tg:mmbdc:101,1,,,,,,,17adbd28-c62d-5c4a-91c2-e7973e7f0fd8,tg:mmbdc:101_#1,"[{""resourceId"": ""17adbd28-c62d-5c4a-91c2-e7973e7f0fd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""1821c50f-c0cd-4a6b-8be5-083f85db54d5"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8a105af3-6e4b-5275-817c-2d54bd0ca8d4,object identifier,tg:mmbdc:31,record identifiers,MMB.A.1237,constructed titles,"Kwitantie jachtpacht voor 406,80 fr.",Dutch (language),Documenten,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_Copyrights,tg:mmbdc:31,,begindatum,,,,,,,,,1899,No Known Copyright,2014,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
8a105af3-6e4b-5275-817c-2d54bd0ca8d4,e73_MaterialRecords,tg:mmbdc:31,1,,,,,,,4dcc783d-aa40-5a6b-bb15-47e95e268bd8,tg:mmbdc:31_#1,"[{""resourceId"": ""4dcc783d-aa40-5a6b-bb15-47e95e268bd8"", ""ontologyProperty"": """", ""resourceXresourceId"": ""5eda6907-a59d-431d-9240-9fd7abbb828b"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,object identifier,tg:mmbdc:149,record identifiers,MMB.A.2488,titles proper,"Van Mieris, Guillaume. Le Galant",French (language),Documenten,descriptive note,Nederlands,Ontwerptekst voor de catalogus schilderijen 1908
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_Copyrights,tg:mmbdc:149,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
8b5a14f8-aa3f-55a0-9f16-67e1d36b7583,e73_MaterialRecords,tg:mmbdc:149,1,,,,,,,14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9,tg:mmbdc:149_#1,"[{""resourceId"": ""14f60fcf-e046-541d-b6b9-a0ea2fe4d7a9"", ""ontologyProperty"": """", ""resourceXresourceId"": ""b2f76787-b74b-4169-a7dd-71969aeb5b1e"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8b9b723b-a1af-565e-a376-c1466a9b4464,object identifier,tg:mmbdc:122,record identifiers,MMB.A.1656,constructed titles,Notitie over verschillende medaillons,Dutch (language),Documenten,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_Copyrights,tg:mmbdc:122,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
8b9b723b-a1af-565e-a376-c1466a9b4464,e73_MaterialRecords,tg:mmbdc:122,1,,,,,,,bdf471e1-748a-5f64-ba1d-67635bb191c4,tg:mmbdc:122_#1,"[{""resourceId"": ""bdf471e1-748a-5f64-ba1d-67635bb191c4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""6a81b490-d00d-4b24-912e-0328994c4436"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/8f038c31-f312-5abf-9fae-aebefcd38e77,object identifier,tg:mmbdc:38,record identifiers,MMB.A.1263,constructed titles,Diploma van Fritz Mayer van den Bergh,Dutch (language),Documenten,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_Copyrights,tg:mmbdc:38,,begindatum,,,,,,,,,1878,No Copyright - Public Domain Mark 1.0,1993,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
8f038c31-f312-5abf-9fae-aebefcd38e77,e73_MaterialRecords,tg:mmbdc:38,1,,,,,,,99261f7e-2bb0-5100-ba1f-eedeb67e816f,tg:mmbdc:38_#1,"[{""resourceId"": ""99261f7e-2bb0-5100-ba1f-eedeb67e816f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""f59032fc-6d4e-41f8-a8f7-2c3a305c73fb"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/90d4aae4-f547-5cc7-a03a-1211a0b50dee,object identifier,tg:mmbdc:116,record identifiers,MMB.A.1621,constructed titles,Visitekaartje: 'Fabrique & dépôt filigrane Emile Forte Gênes',Dutch (language),Documenten,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_Copyrights,tg:mmbdc:116,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
90d4aae4-f547-5cc7-a03a-1211a0b50dee,e73_MaterialRecords,tg:mmbdc:116,1,,,,,,,78113b5e-98ce-55a7-b162-97ee1f68c18e,tg:mmbdc:116_#1,"[{""resourceId"": ""78113b5e-98ce-55a7-b162-97ee1f68c18e"", ""ontologyProperty"": """", ""resourceXresourceId"": ""dd3ab25d-20af-4392-a04e-21329bacdeb7"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/92dc80d1-5388-5313-93c1-582e99f23e9f,object identifier,tg:mmbdc:78,record identifiers,MMB.A.1470,constructed titles,Rekening bureaubenodigdheden voor de Sint Henricusstichting,Dutch (language),Documenten,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_Copyrights,tg:mmbdc:78,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
92dc80d1-5388-5313-93c1-582e99f23e9f,e73_MaterialRecords,tg:mmbdc:78,1,,,,,,,ac173f3e-8686-522f-822f-65da8b62f45c,tg:mmbdc:78_#1,"[{""resourceId"": ""ac173f3e-8686-522f-822f-65da8b62f45c"", ""ontologyProperty"": """", ""resourceXresourceId"": ""197cc1dd-3854-4444-afb7-2a3413aebaa2"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/93e90445-472a-5e69-8889-bb123cb5d599,object identifier,tg:mmbdc:72,record identifiers,MMB.A.1463,constructed titles,Uitgaven Sint Henricusstichting 1904-1905,Dutch (language),Documenten,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_Copyrights,tg:mmbdc:72,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
93e90445-472a-5e69-8889-bb123cb5d599,e73_MaterialRecords,tg:mmbdc:72,1,,,,,,,453127f6-9b63-5d18-8c75-088d79912275,tg:mmbdc:72_#1,"[{""resourceId"": ""453127f6-9b63-5d18-8c75-088d79912275"", ""ontologyProperty"": """", ""resourceXresourceId"": ""0ac81a97-d08d-41c6-bc8b-70fb4b80467a"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/944778d9-1aa3-57cc-8c2b-1530d4636715,object identifier,tg:mmbdc:162,record identifiers,MMB.A.2519,constructed titles,Omslag voor tekeningen,Dutch (language),Documenten,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_Copyrights,tg:mmbdc:162,,begindatum,,,,,,,,,,Copyright Undetermined,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
944778d9-1aa3-57cc-8c2b-1530d4636715,e73_MaterialRecords,tg:mmbdc:162,1,,,,,,,385568ec-d7be-5d72-bd98-8a807a57f5e4,tg:mmbdc:162_#1,"[{""resourceId"": ""385568ec-d7be-5d72-bd98-8a807a57f5e4"", ""ontologyProperty"": """", ""resourceXresourceId"": ""3c95d743-67e1-46c8-9e1b-80b028b36255"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/969cb11b-cb9b-5e7f-8942-b598386487cc,object identifier,tg:mmbdc:97,record identifiers,MMB.A.1519,constructed titles,Naamlijst en uitgaven: Geopereerde patiënten Sint Henricusstichting en de kosten,Dutch (language),Documenten,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_Copyrights,tg:mmbdc:97,,begindatum,,,,,,,,,1916,In Copyright,2031,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
969cb11b-cb9b-5e7f-8942-b598386487cc,e73_MaterialRecords,tg:mmbdc:97,1,,,,,,,40826350-1b02-5180-ac0b-493757181ae6,tg:mmbdc:97_#1,"[{""resourceId"": ""40826350-1b02-5180-ac0b-493757181ae6"", ""ontologyProperty"": """", ""resourceXresourceId"": ""30603160-def5-4d85-af47-7f4071506219"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/975f495e-f7bc-5fad-a859-5f17f3ef3684,object identifier,tg:mmbdc:112,record identifiers,MMB.A.1616,constructed titles,Rekening van Jules Joris aan Alphonse Cols,Dutch (language),Documenten,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_Copyrights,tg:mmbdc:112,,begindatum,,,,,,,,,1911,In Copyright,2026,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
975f495e-f7bc-5fad-a859-5f17f3ef3684,e73_MaterialRecords,tg:mmbdc:112,1,,,,,,,ad3e5605-4fcb-57b3-99cf-4315b9fc8f11,tg:mmbdc:112_#1,"[{""resourceId"": ""ad3e5605-4fcb-57b3-99cf-4315b9fc8f11"", ""ontologyProperty"": """", ""resourceXresourceId"": ""e5b0e0f7-4214-4a58-a5bf-b5543b9739af"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/985e1f42-413d-5bf4-aad8-e503c79c145a,object identifier,tg:mmbdc:50,record identifiers,MMB.A.1296,constructed titles,Notitie: was geplakt op de binnenzijde van de deuren van de wandkasten in zaal 8/Salon Lodewijk XVI,Dutch (language),Documenten,descriptive note,Nederlands,Wandkasten: aangekocht 1890 van Georgina Clavareau-Van Sprangh in Doornik
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_Copyrights,tg:mmbdc:50,,begindatum,,,,,,,,,1890,No Copyright - Public Domain Mark 1.0,2005,,,,,,,,,,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
985e1f42-413d-5bf4-aad8-e503c79c145a,e73_MaterialRecords,tg:mmbdc:50,1,,,,,,,7822590f-8f95-5a0c-8189-b382946f3e22,tg:mmbdc:50_#1,"[{""resourceId"": ""7822590f-8f95-5a0c-8189-b382946f3e22"", ""ontologyProperty"": """", ""resourceXresourceId"": ""37cf36d6-f456-4955-963b-58fd572d42d6"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,object identifier,tg:mmbdc:156,record identifiers,MMB.A.2495,constructed titles,Foto's van collectiestukken,Dutch (language),Documenten,descriptive note,Nederlands,Genummerd P 1 - P 10
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,e73_Copyrights,tg:mmbdc:156,,begindatum,,,,,,,,,1909,In Copyright,2024,,,,,,,,,,,,
9a04accc-56a6-53ed-b6cd-b1ff26dd8edc,e73_MaterialRecords,tg:mmbdc:156,1,,,,,,,d3868d11-8b8d-5408-aea7-07b014f4cc2f,tg:mmbdc:156_#1,"[{""resourceId"": ""d3868d11-8b8d-5408-aea7-07b014f4cc2f"", ""ontologyProperty"": """", ""resourceXresourceId"": ""7791a03a-1adf-4da5-a370-d926dc90f968"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,AA,,0,,,,,,,,,,,,,https://data.museummayervandenbergh.be/ark:/59511/9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,object identifier,tg:mmbdc:17,record identifiers,MMB.A.1205,constructed titles,Bidprentje Ferdinand du Bois d'Aische,Dutch (language),Documenten,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_Copyrights,tg:mmbdc:17,,begindatum,,,,,,,,,1904,No Known Copyright,2019,,,,,,,,,,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_Languages,,,taal 1,,,,,French (language),,,,,,,,,,,,,,,,,,
9a7ba6ab-98ab-5db1-a4f6-2e056bea89c1,e73_MaterialRecords,tg:mmbdc:17,1,,,,,,,aa5b4284-4130-5738-b75b-41e78516e517,tg:mmbdc:17_#1,"[{""resourceId"": ""aa5b4284-4130-5738-b75b-41e78516e517"", ""ontologyProperty"": """", ""resourceXresourceId"": ""17c1af33-da07-4133-9367-0163ab09b042"", ""inverseOntologyProperty"": """"}]",,,,,,,,,,,,,,,
